config_id,design_label,seed,node_count,mac,retry_limit,radio_range_m,aggregation_threshold,security_enabled,edge_ai_enabled,edge_ai_threshold,pdr,latency_mean,energy_per_delivered_packet,total_tx_bytes,communication_saving_ratio,lifetime_proxy,security_coverage,security_overhead_bytes_per_packet,edge_ai_saving_ratio,edge_event_recall,edge_ai_cpu_energy_j,hop_count,link_prr,generated_packets,is_pareto,dominates_count,dominated_by_count,recommendation_rank
sweep_082,Automatic sweep 082,42069,35,aloha,4,30.0,0.45,False,True,2.5,0.6731849090909091,0.03431953757071734,0.00013320049879581914,18172,0.7746527777777777,2365613.97553088,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,False,13,19,167
sweep_083,Automatic sweep 083,42069,35,aloha,4,30.0,0.45,True,False,2.5,0.6731849090909091,0.03742602230519884,0.00032935900992036855,44888,0.4433531746031746,956709.7058473004,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,4,61,171
sweep_084,Automatic sweep 084,42069,35,aloha,4,30.0,0.45,True,True,2.5,0.6731849090909091,0.0362538311260018,0.00016259350735369114,22067,0.7263516865079365,1937967.6755089115,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,False,19,18,98
sweep_085,Automatic sweep 085,42069,35,aloha,4,40.0,0.0,False,False,2.5,0.6902,0.03313117745734674,0.0003063240675580577,70587,-0.16711309523809526,394151.0417873754,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,0,124,214
sweep_086,Automatic sweep 086,42069,35,aloha,4,40.0,0.0,False,True,2.5,0.6902,0.03213366620780154,0.00015084970558430267,34701,0.42624007936507935,800385.7209060321,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,11,47,178
sweep_087,Automatic sweep 087,42069,35,aloha,4,40.0,0.0,True,False,2.5,0.6902,0.03464368519700191,0.00037344427081177303,85713,-0.4172123015873015,323309.1515639031,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,0,76,198
sweep_088,Automatic sweep 088,42069,35,aloha,4,40.0,0.0,True,True,2.5,0.6902,0.03358465723266945,0.00018384599750382913,42137,0.30329034391534393,656734.1796496826,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,17,35,105
sweep_089,Automatic sweep 089,42069,35,aloha,4,40.0,0.35,False,False,2.5,0.720694290909091,0.02802817745734674,0.0002933606329344469,37310,0.38310185185185186,745696.5850079193,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,2,81,196
sweep_090,Automatic sweep 090,42069,35,aloha,4,40.0,0.35,False,True,2.5,0.720694290909091,0.027238215423801535,0.0001446886044784288,18342,0.6967261904761906,1511922.9530449493,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,17,21,147
sweep_091,Automatic sweep 091,42069,35,aloha,4,40.0,0.35,True,False,2.5,0.720694290909091,0.029540685197001912,0.00035764735291613235,45306,0.25089285714285714,611658.4405596793,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,2,49,153
sweep_092,Automatic sweep 092,42069,35,aloha,4,40.0,0.35,True,True,2.5,0.720694290909091,0.02868920644866945,0.00017629195602142538,22272,0.6317460317460317,1240884.8769503264,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,29,18,64
sweep_093,Automatic sweep 093,42069,35,aloha,4,40.0,0.45,False,False,2.5,0.7294069454545454,0.02657017745734674,0.00028985224742066507,27730,0.5415013227513228,1003315.5278270995,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,4,60,188
sweep_094,Automatic sweep 094,42069,35,aloha,4,40.0,0.45,False,True,2.5,0.7294069454545454,0.025839515199801537,0.00014311952147492242,13632,0.7746031746031746,2031960.822784698,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,22,14,129
sweep_095,Automatic sweep 095,42069,35,aloha,4,40.0,0.45,True,False,2.5,0.7294069454545454,0.02808268519700191,0.0003533713391367363,33673,0.44323743386243386,822967.8765775794,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,4,37,127
sweep_096,Automatic sweep 096,42069,35,aloha,4,40.0,0.45,True,True,2.5,0.7294069454545454,0.027290506224669452,0.00017434550696254306,16554,0.7262896825396825,1668028.420573034,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,37,12,57
sweep_097,Automatic sweep 097,42069,35,aloha,4,55.0,0.0,False,False,2.5,0.7699999999999978,0.022109943458222543,0.0003159316017316027,47084,-0.16775793650793647,342558.6665972414,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,0,53,186
sweep_098,Automatic sweep 098,42069,35,aloha,4,55.0,0.0,False,True,2.5,0.7699999999999978,0.021560687837889718,0.0001555457416450221,23146,0.4259424603174603,695776.7347440079,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,24,22,116
sweep_099,Automatic sweep 099,42069,35,aloha,4,55.0,0.0,True,False,2.5,0.7699999999999978,0.023118775157771342,0.00038452574211502897,57175,-0.41803075396825395,281450.8792827023,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,0,33,137
sweep_100,Automatic sweep 100,42069,35,aloha,4,55.0,0.0,True,True,2.5,0.7699999999999978,0.022528488334554467,0.00018926662105751447,28107,0.3029017857142857,571812.9674445925,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,42,16,45
sweep_101,Automatic sweep 101,42069,35,aloha,4,55.0,0.35,False,False,2.5,0.8040199999999977,0.018707943458222544,0.00030256065747098396,24887,0.38276289682539677,648090.6601062609,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,4,34,151
sweep_102,Automatic sweep 102,42069,35,aloha,4,55.0,0.35,False,True,2.5,0.8040199999999977,0.01829705398188972,0.00014916236656297642,12234,0.696577380952381,1314585.8485676842,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,37,10,90
sweep_103,Automatic sweep 103,42069,35,aloha,4,55.0,0.35,True,False,2.5,0.8040199999999977,0.019716775157771343,0.000368254672298727,30221,0.2504712301587302,532475.895006403,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,4,23,83
sweep_104,Automatic sweep 104,42069,35,aloha,4,55.0,0.35,True,True,2.5,0.8040199999999977,0.01926485447855447,0.00018145754425229486,14857,0.6315228174603175,1080620.467065945,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,67,10,30
sweep_105,Automatic sweep 105,42069,35,aloha,4,55.0,0.45,False,False,2.5,0.8137399999999977,0.017735943458222544,0.0002989450878137691,18497,0.5412450396825397,871980.9838387043,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,6,17,141
sweep_106,Automatic sweep 106,42069,35,aloha,4,55.0,0.45,False,True,2.5,0.8137399999999977,0.017364587165889716,0.00014752446194190577,9093,0.7744791666666666,1766991.2389733049,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,False,42,3,77
sweep_107,Automatic sweep 107,42069,35,aloha,4,55.0,0.45,True,False,2.5,0.8137399999999977,0.018744775157771343,0.0003638469513380429,22461,0.4429315476190476,716439.7855388676,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,6,11,69
sweep_108,Automatic sweep 108,42069,35,aloha,4,55.0,0.45,True,True,2.5,0.8137399999999977,0.018332387662554468,0.00017943021805043874,11042,0.7261408730158729,1452790.029560803,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,False,75,4,21
sweep_109,Automatic sweep 109,42069,35,csma,0,30.0,0.0,False,False,2.5,0.7687618026329311,0.036143999999999996,0.00020229933311899706,80640,0.0,535836.7626886145,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,420,False,3,71,201
sweep_110,Automatic sweep 110,42069,35,csma,0,30.0,0.0,False,True,2.5,0.7687618026329311,0.035023951232,9.968449490796445e-05,39643,0.5083953373015873,1087425.0790218757,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,420,False,10,2,154
sweep_111,Automatic sweep 111,42069,35,csma,0,30.0,0.0,True,False,2.5,0.7687618026329311,0.03816,0.00025443511804318304,100800,-0.25,426039.53646898427,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,420,False,3,38,168
sweep_112,Automatic sweep 112,42069,35,csma,0,30.0,0.0,True,True,2.5,0.7687618026329311,0.036957956480000005,0.00012531444677669427,49553,0.38550347222222225,865019.3376802978,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,420,False,15,2,86
sweep_113,Automatic sweep 113,42069,35,csma,0,30.0,0.35,False,False,2.5,0.7784286723164423,0.03274200000000001,0.00019978709100887138,42624,0.4714285714285714,1013745.2267081897,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,222,False,12,57,173
sweep_114,Automatic sweep 114,42069,35,csma,0,30.0,0.35,False,True,2.5,0.7784286723164423,0.03176031737600001,9.865280567327637e-05,20954,0.7401537698412699,2052989.861625612,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,222,False,28,1,125
sweep_115,Automatic sweep 115,42069,35,csma,0,30.0,0.35,True,False,2.5,0.7784286723164423,0.034758000000000004,0.0002512754308213429,53280,0.3392857142857143,806020.7446710513,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,222,False,11,32,119
sweep_116,Automatic sweep 116,42069,35,csma,0,30.0,0.35,True,True,2.5,0.7784286723164423,0.03369432262400001,0.0001239644735250874,26192,0.6751984126984127,1633800.427726338,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,222,False,39,1,51
sweep_117,Automatic sweep 117,42069,35,csma,0,30.0,0.45,False,False,2.5,0.78119063508316,0.03177,0.00019908072756587056,31680,0.6071428571428572,1363948.1232073824,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,18,48,160
sweep_118,Automatic sweep 118,42069,35,csma,0,30.0,0.45,False,True,2.5,0.78119063508316,0.03082785056,9.845460296639925e-05,15574,0.8068700396825397,2757979.581949049,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,True,37,0,11
sweep_119,Automatic sweep 119,42069,35,csma,0,30.0,0.45,True,False,2.5,0.78119063508316,0.033786000000000004,0.0002503870261823835,39600,0.5089285714285714,1084464.274648324,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,22,26,101
sweep_120,Automatic sweep 120,42069,35,csma,0,30.0,0.45,True,True,2.5,0.78119063508316,0.03276185580800001,0.000123676779366277,19467,0.75859375,2195527.6174038956,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,True,56,0,9
sweep_121,Automatic sweep 121,42069,35,csma,0,40.0,0.0,False,False,2.5,0.8325169105143067,0.027107999999999997,0.00021759557999619387,60480,0.0,460018.84237178357,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,8,37,161
sweep_122,Automatic sweep 122,42069,35,csma,0,40.0,0.0,False,True,2.5,0.8325169105143067,0.026355463423999997,0.00010718619895044944,29732,0.5083994708994709,933870.8508670948,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,33,3,100
sweep_123,Automatic sweep 123,42069,35,csma,0,40.0,0.0,True,False,2.5,0.8325169105143067,0.02862,0.0002730755341168451,75600,-0.25,366558.16544969345,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,10,21,106
sweep_124,Automatic sweep 124,42069,35,csma,0,40.0,0.0,True,True,2.5,0.8325169105143067,0.027805967360000003,0.0001344601443961616,37165,0.3854993386243386,744444.141902345,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,52,2,36
sweep_125,Automatic sweep 125,42069,35,csma,0,40.0,0.35,False,False,2.5,0.8429854749717214,0.024556500000000005,0.00021489338236352993,31968,0.4714285714285714,870305.9180006715,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,23,27,134
sweep_126,Automatic sweep 126,42069,35,csma,0,40.0,0.35,False,True,2.5,0.8429854749717214,0.023907738032000008,0.00010604555641191724,15715,0.740162037037037,1763609.7988274016,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,54,2,79
sweep_127,Automatic sweep 127,42069,35,csma,0,40.0,0.35,True,False,2.5,0.8429854749717214,0.0260685,0.0002696843620082853,39960,0.3392857142857143,693488.4211210418,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,29,17,66
sweep_128,Automatic sweep 128,42069,35,csma,0,40.0,0.35,True,True,2.5,0.8429854749717214,0.025358241968000003,0.00013298080200527896,19644,0.6751984126984127,1406390.8443170388,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,90,1,26
sweep_129,Automatic sweep 129,42069,35,csma,0,40.0,0.45,False,False,2.5,0.8459764933881256,0.0238275,0.00021413360940383632,23760,0.6071428571428572,1170957.0533099943,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,30,20,121
sweep_130,Automatic sweep 130,42069,35,csma,0,40.0,0.45,False,True,2.5,0.8459764933881256,0.023208387920000004,0.00010580968350513537,11680,0.8068783068783069,2369738.3072692016,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,64,1,73
sweep_131,Automatic sweep 131,42069,35,csma,0,40.0,0.45,True,False,2.5,0.8459764933881256,0.0253395,0.0002687308711019925,29700,0.5089285714285714,933057.1484174017,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,40,13,58
sweep_132,Automatic sweep 132,42069,35,csma,0,40.0,0.45,True,True,2.5,0.8459764933881256,0.024658891856000002,0.00013264969735594893,14601,0.7585813492063492,1890251.2804783601,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,True,104,0,5
sweep_133,Automatic sweep 133,42069,35,csma,0,55.0,0.0,False,False,2.5,0.9279889949476587,0.018071999999999998,0.00022448542076918687,40320,0.0,400025.6016385048,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,18,18,96
sweep_134,Automatic sweep 134,42069,35,csma,0,55.0,0.0,False,True,2.5,0.9279889949476587,0.017686975615999998,0.00011055100066761716,19821,0.5084077380952381,812294.0087377363,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,61,2,43
sweep_135,Automatic sweep 135,42069,35,csma,0,55.0,0.0,True,False,2.5,0.9279889949476587,0.01908,0.00028125333535309997,50400,-0.25,319284.80204342265,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,22,12,40
sweep_136,Automatic sweep 136,42069,35,csma,0,55.0,0.0,True,True,2.5,0.9279889949476587,0.01865397824,0.00013845810747706882,24777,0.3854910714285714,648571.016450874,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,104,2,15
sweep_137,Automatic sweep 137,42069,35,csma,0,55.0,0.35,False,False,2.5,0.9396580823700147,0.016371000000000004,0.00022169766206296367,21312,0.4714285714285714,756805.1922890632,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,39,7,72
sweep_138,Automatic sweep 138,42069,35,csma,0,55.0,0.35,False,True,2.5,0.9396580823700147,0.016055158688000004,0.00010934897966437094,10477,0.7401537698412699,1534371.3520014235,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,88,1,35
sweep_139,Automatic sweep 139,42069,35,csma,0,55.0,0.35,True,False,2.5,0.9396580823700147,0.017379000000000002,0.00027776060771137444,26640,0.3392857142857143,604052.3281902592,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,50,8,25
sweep_140,Automatic sweep 140,42069,35,csma,0,55.0,0.35,True,True,2.5,0.9396580823700147,0.017022161312000003,0.00013690952374512965,13096,0.6751984126984127,1225495.0362689109,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,147,1,12
sweep_141,Automatic sweep 141,42069,35,csma,0,55.0,0.45,False,False,2.5,0.9429921073478308,0.015885,0.0002209138320212466,15840,0.6071428571428572,1018246.9859889215,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,45,3,62
sweep_142,Automatic sweep 142,42069,35,csma,0,55.0,0.45,False,True,2.5,0.9429921073478308,0.01558892528,0.00010908712068386162,7787,0.8068700396825397,2062066.0093394106,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,True,97,0,6
sweep_143,Automatic sweep 143,42069,35,csma,0,55.0,0.45,True,False,2.5,0.9429921073478308,0.016893000000000002,0.0002767785625842231,19800,0.5089285714285714,812724.9506559852,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,58,4,19
sweep_144,Automatic sweep 144,42069,35,csma,0,55.0,0.45,True,True,2.5,0.9429921073478308,0.016555927904,0.00013655022222862085,9734,0.7585813492063492,1647341.4685644421,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,True,158,0,1
sweep_145,Automatic sweep 145,42069,35,csma,2,30.0,0.0,False,False,2.5,0.7693636363405992,0.03615146194824237,0.0002358713728738273,94096,-0.16686507936507944,459210.5566996459,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,420,False,2,80,208
sweep_146,Automatic sweep 146,42069,35,csma,2,30.0,0.0,False,True,2.5,0.7693636363405992,0.03503110968788346,0.00011618832649357877,46258,0.42636408730158726,932233.2777801568,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,420,False,9,13,158
sweep_147,Automatic sweep 147,42069,35,csma,2,30.0,0.0,True,False,2.5,0.7693636363405992,0.038167762478690165,0.0002881846750366221,114260,-0.41691468253968256,375851.4377391355,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,420,False,2,47,191
sweep_148,Automatic sweep 148,42069,35,csma,2,30.0,0.0,True,True,2.5,0.7693636363405992,0.036965403243156884,0.00014190554583680873,56170,0.3034474206349206,763286.7609801644,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,420,False,12,12,94
sweep_149,Automatic sweep 149,42069,35,csma,2,30.0,0.35,False,False,2.5,0.7790380738403094,0.032749461948242374,0.00023294007736313478,49736,0.38323412698412695,868784.7141549356,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,222,False,10,63,189
sweep_150,Automatic sweep 150,42069,35,csma,2,30.0,0.35,False,True,2.5,0.7790380738403094,0.03176747583188347,0.0001149504715533357,24450,0.6968005952380952,1760538.915521195,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,222,False,27,9,138
sweep_151,Automatic sweep 151,42069,35,csma,2,30.0,0.35,True,False,2.5,0.7790380738403094,0.03476576247869017,0.00028460317814602747,60394,0.2510664682539683,711077.0155325632,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,222,False,9,38,144
sweep_152,Automatic sweep 152,42069,35,csma,2,30.0,0.35,True,True,2.5,0.7790380738403094,0.03370176938715689,0.00014034805189820575,29690,0.6318204365079365,1441949.323770748,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,222,False,36,8,60
sweep_153,Automatic sweep 153,42069,35,csma,2,30.0,0.45,False,False,2.5,0.7818021988402268,0.031777461948242366,0.0002321168382676045,36966,0.541592261904762,1168908.633425577,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,15,53,175
sweep_154,Automatic sweep 154,42069,35,csma,2,30.0,0.45,False,True,2.5,0.7818021988402268,0.030835009015883454,0.00011469469618497757,18172,0.7746527777777777,2365613.97553088,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,False,35,5,123
sweep_155,Automatic sweep 155,42069,35,csma,2,30.0,0.45,True,False,2.5,0.7818021988402268,0.03379376247869017,0.0002836005264252613,44888,0.4433531746031746,956709.7058473004,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,165,False,17,31,117
sweep_156,Automatic sweep 156,42069,35,csma,2,30.0,0.45,True,True,2.5,0.7818021988402268,0.032769302571156886,0.00014000407728328163,22067,0.7263516865079365,1937967.6755089115,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,165,False,52,4,49
sweep_157,Automatic sweep 157,42069,35,csma,2,40.0,0.0,False,False,2.5,0.8336181816043461,0.027120604207589532,0.0002536231527744178,70587,-0.16711309523809526,394151.0417873754,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,4,43,181
sweep_158,Automatic sweep 158,42069,35,csma,2,40.0,0.0,False,True,2.5,0.8336181816043461,0.026367554993258453,0.00012489706809646066,34701,0.42624007936507935,800385.7209060321,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,27,10,107
sweep_159,Automatic sweep 159,42069,35,csma,2,40.0,0.0,True,False,2.5,0.8336181816043461,0.028633111947146163,0.0003091957941922868,85713,-0.4172123015873015,323309.1515639031,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,420,False,4,27,132
sweep_160,Automatic sweep 160,42069,35,csma,2,40.0,0.0,True,True,2.5,0.8336181816043461,0.027818546018031836,0.00015221657861748506,42137,0.30329034391534393,656734.1796496826,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,420,False,42,9,41
sweep_161,Automatic sweep 161,42069,35,csma,2,40.0,0.35,False,False,2.5,0.8441005941016572,0.024569104207589537,0.0002504717267239254,37310,0.38310185185185186,745696.5850079193,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,11,30,148
sweep_162,Automatic sweep 162,42069,35,csma,2,40.0,0.35,False,True,2.5,0.8441005941016572,0.023919829601258456,0.0001235353368258013,18342,0.6967261904761906,1511922.953044949,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,43,6,91
sweep_163,Automatic sweep 163,42069,35,csma,2,40.0,0.35,True,False,2.5,0.8441005941016572,0.026081611947146165,0.00030535981991544885,45306,0.25089285714285714,611658.4405596793,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,222,False,14,20,84
sweep_164,Automatic sweep 164,42069,35,csma,2,40.0,0.35,True,True,2.5,0.8441005941016572,0.025370820626031836,0.00015051832343875423,22272,0.6317460317460317,1240884.8769503264,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,222,False,76,5,31
sweep_165,Automatic sweep 165,42069,35,csma,2,40.0,0.45,False,False,2.5,0.847095569100889,0.023840104207589537,0.00024958251481429046,27730,0.5415013227513228,1003315.5278270995,0.0,0.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,18,21,142
sweep_166,Automatic sweep 166,42069,35,csma,2,40.0,0.45,False,True,2.5,0.847095569100889,0.023220479489258455,0.00012323564990989377,13632,0.7746031746031746,2031960.822784698,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,53,2,80
sweep_167,Automatic sweep 167,42069,35,csma,2,40.0,0.45,True,False,2.5,0.847095569100889,0.025352611947146164,0.0003042767764261684,33673,0.44323743386243386,822967.8765775794,1.0,12.0,0.0,1.0,0.0,3,0.9995594479432075,165,False,21,14,70
sweep_168,Automatic sweep 168,42069,35,csma,2,40.0,0.45,True,True,2.5,0.847095569100889,0.024671470514031835,0.00015012334891829297,16554,0.7262896825396825,1668028.420573034,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,3,0.9995594479432075,165,False,86,2,23
sweep_169,Automatic sweep 169,42069,35,csma,2,55.0,0.0,False,False,2.5,0.9299999976453927,0.01809263512431576,0.00026157777844004976,47084,-0.16775793650793647,342558.6665972414,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,9,21,111
sweep_170,Automatic sweep 170,42069,35,csma,2,55.0,0.0,False,True,2.5,0.9299999976453927,0.01770677146853959,0.00012878518426871524,23146,0.4259424603174603,695776.734744008,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,52,6,47
sweep_171,Automatic sweep 171,42069,35,csma,2,55.0,0.0,True,False,2.5,0.9299999976453927,0.01910146682289128,0.00031837077653570927,57175,-0.41803075396825395,281450.8792827023,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,420,False,9,15,52
sweep_172,Automatic sweep 172,42069,35,csma,2,55.0,0.0,True,True,2.5,0.9299999976453927,0.018674571964270647,0.00015670462213254147,28107,0.3029017857142857,571812.9674445924,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,420,False,85,7,16
sweep_173,Automatic sweep 173,42069,35,csma,2,55.0,0.35,False,False,2.5,0.9416943726157844,0.016391635124315764,0.0002583267213799875,24887,0.38276289682539677,648090.6601062608,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,20,8,87
sweep_174,Automatic sweep 174,42069,35,csma,2,55.0,0.35,False,True,2.5,0.9416943726157844,0.016074954540539595,0.00012735504156282748,12234,0.696577380952381,1314585.848567684,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,70,3,37
sweep_175,Automatic sweep 175,42069,35,csma,2,55.0,0.35,True,False,2.5,0.9416943726157844,0.017400466822891283,0.0003144163650454619,30221,0.2504712301587302,532475.895006403,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,222,False,24,9,33
sweep_176,Automatic sweep 176,42069,35,csma,2,55.0,0.35,True,True,2.5,0.9416943726157844,0.01704275503627065,0.00015492871038877467,14857,0.6315228174603175,1080620.467065945,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,222,False,122,4,13
sweep_177,Automatic sweep 177,42069,35,csma,2,55.0,0.45,False,False,2.5,0.945035622607325,0.01590563512431576,0.0002574120699137445,18497,0.5412450396825397,871980.9838387042,0.0,0.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,25,2,74
sweep_178,Automatic sweep 178,42069,35,csma,2,55.0,0.45,False,True,2.5,0.945035622607325,0.015608721132539591,0.00012702860377834352,9093,0.7744791666666666,1766991.2389733046,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,True,78,0,7
sweep_179,Automatic sweep 179,42069,35,csma,2,55.0,0.45,True,False,2.5,0.945035622607325,0.016914466822891282,0.00031329699230273577,22461,0.4429315476190476,716439.7855388676,1.0,12.0,0.0,1.0,0.0,2,0.9989182293741451,165,False,29,3,27
sweep_180,Automatic sweep 180,42069,35,csma,2,55.0,0.45,True,True,2.5,0.945035622607325,0.016576521628270648,0.00015450163162477159,11042,0.7261408730158729,1452790.029560803,1.0,12.0,0.8200000000000001,0.8625,7.56e-05,2,0.9989182293741451,165,True,130,0,3
sweep_181,Automatic sweep 181,42069,35,csma,4,30.0,0.0,False,False,2.5,0.7693636363636364,0.03615772177473954,0.00023587137286676456,94096,-0.16686507936507944,459210.5566996459,0.0,0.0,0.0,1.0,0.0,4,0.9998043804234007,420,False,2,79,209
sweep_182,Automatic sweep 182,42069,35,csma,4,30.0,0.0,False,True,2.5,0.7693636363636364,0.03503711491471734,0.00011618832649009973,46258,0.42636408730158726,932233.2777801568,0.0,0.0,0.8200000000000001,0.8625,7.56e-05,4,0.9998043804234007,420,False,10,13,159
sweep_183,Automatic sweep 183,42069,35,csma,4,30.0,0.0,True,False,2.5,0.7693636363636364,0.03817402230519884,0.000288184675027993,114260,-0.41691468253968256,375851.4377391355,1.0,12.0,0.0,1.0,0.0,4,0.9998043804234007,420,False,2,46,192
